Zip,Total Enrollment 11,Total Enrollment 12,Total Enrollment 13,private average,zindex,avg_w,num11,num12,num13,num_avg,SCF,total students,percent public,expected api,API - expected,Population,,percent public rank,API-expected rank,,,,59.12553603,,,,,,,,,,,,,,
92065,131,107,129,122.3333333,433000,791.3,4475,4345,4155,4325,920,4447.333333,0.97249288,796.5015299,-5.2015299,35414,,757,574,,,,,,,,,,,,,,,,,,
92067,610,515,675,600,2737100,953.6666667,850,832,826,836,920,1436,0.582172702,1000,-46.33333333,9535,,75,260,,,,,,,,,,,,,,,,,,
92069,42,,102,72,435800,769.3636364,6990,7008,7047,7015,920,7087,0.989840553,796.9678587,-27.60422234,46369,,870,405,,,,,,,,,,,,,,,,,,
92071,11,10,7,9.333333333,396000,849.7272727,6529,6507,6461,6499,920,6508.333333,0.998565941,790.3393279,59.38794483,53422,,952,1000,,,,,,,,,,,,,,,,,,
92075,1280,1255,1270,1268.333333,1172600,906,1297,1311,1364,1324,920,2592.333333,0.510736788,919.6789515,-13.6789515,12056,,52,506,,,,,,,,,,,,,,,,,,
92078,522,387,525,478,502000,828.5555556,5314,5630,6120,5688,920,6166,0.922478106,807.9932039,20.56235166,42906,,513,768,,,,,,,,,,,,,,,,,,
92081,24,24,,24,466600,801.3333333,2803,2731,2716,2750,920,2774,0.991348234,802.0974755,-0.764142167,27404,,882,613,,,,,,,,,,,,,,,,,,
92082,54,37,51,47.33333333,503200,749.375,2825,2766,2720,2770.333333,920,2817.666667,0.98320123,808.1930591,-58.8180591,19037,,822,198,,,,,,,,,,,,,,,,,,
92083,1153,1079,1005,1079,366800,758.7692308,5094,5043,5171,5102.666667,920,6181.666667,0.825451604,785.4761847,-26.70695393,36975,,267,415,,,,,,,,,,,,,,,,,,
92084,475,416,406,432.3333333,447300,712.8888889,4799,4923,4880,4867.333333,920,5299.666667,0.918422542,798.8831377,-85.99424881,47654,,497,103,,,,,,,,,,,,,,,,,,
92101,220,224,212,218.6666667,486800,723.1818182,2683,2908,3029,2873.333333,921,3092,0.929279862,805.4617047,-82.27988652,37095,,548,115,,,,,,,,,,,,,,,,,,
92102,213,253,213,226.3333333,363200,766.6470588,4916,5033,5099,5016,921,5242.333333,0.956825841,784.8766191,-18.22956028,43267,,672,480,,,,,,,,,,,,,,,,,,
92103,309,299,316,308,611200,857.4,1708,1866,2015,1863,921,2171,0.858129894,826.1800271,31.2199729,31066,,330,845,,,,,,,,,,,,,,,,,,
92104,1067,1095,1096,1086,478800,837,811,786,841,812.6666667,921,1898.666667,0.428019663,804.1293367,32.8706633,44414,,21,856,,,,,,,,,,,,,,,,,,
92105,576,544,568,562.6666667,318500,744.2142857,5506,5442,5575,5507.666667,921,6070.333333,0.907308769,777.4320129,-33.21772719,69813,,457,361,,,,,,,,,,,,,,,,,,
92106,302,321,325,316,925700,828.9,4395,4325,4421,4380.333333,921,4696.333333,0.932713464,878.5587441,-49.6587441,19330,,560,245,,,,,,,,,,,,,,,,,,
92107,388,394,418,400,766900,911.5,1565,1538,1548,1550.333333,921,1950.333333,0.794906854,852.1112393,59.3887607,28651,,214,1001,,,,,,,,,,,,,,,,,,
92109,129,115,129,124.3333333,718700,826.5714286,2644,2498,2355,2499,921,2623.333333,0.952604828,844.0837221,-17.51229353,45787,,646,485,,,,,,,,,,,,,,,,,,
92110,712,751,764,742.3333333,503000,841,985,936,938,953,921,1695.333333,0.562131341,808.1597499,32.8402501,25341,,71,855,,,,,,,,,,,,,,,,,,
92111,1660,1706,1683,1683,474300,752.125,4200,4031,3962,4064.333333,921,5747.333333,0.707168542,803.3798797,-51.2548797,45096,,137,236,,,,,,,,,,,,,,,,,,
92113,179,26,40,81.66666667,303300,711.5384615,5084,5286,5093,5154.333333,921,5236,0.984402852,774.9005137,-63.36205216,56066,,830,179,,,,,,,,,,,,,,,,,,
92114,205,211,195,203.6666667,342000,764.9230769,6129,5918,5865,5970.666667,921,6174.333333,0.967013983,781.3458439,-16.42276698,65433,,719,487,,,,,,,,,,,,,,,,,,
92115,197,175,176,182.6666667,397100,749.0769231,4718,4851,5512,5027,921,5209.666667,0.964936976,790.5225285,-41.44560542,58560,,707,294,,,,,,,,,,,,,,,,,,
92116,976,1064,1002,1014,461600,810.6,830,856,838,841.3333333,921,1855.333333,0.453467481,801.2647455,9.3352545,31680,,27,690,,,,,,,,,,,,,,,,,,
92117,997,975,894,955.3333333,513200,798.6428571,5717,5472,5404,5531,921,6486.333333,0.852715967,809.8585191,-11.21566196,51332,,313,529,,,,,,,,,,,,,,,,,,
92118,364,365,358,362.3333333,1424100,900.75,2256,2312,2360,2309.333333,921,2671.666667,0.864379289,961.5652705,-60.8152705,23575,,344,191,,,,,,,,,,,,,,,,,,
92119,68,65,48,60.33333333,487000,874.2,2053,1964,1945,1987.333333,921,2047.666667,0.970535569,805.4950139,68.7049861,23057,,745,1038,,,,,,,,,,,,,,,,,,
92120,454,475,462,463.6666667,506600,877.8333333,4014,4073,4051,4046,921,4509.666667,0.897183827,808.7593155,69.07401783,26317,,431,1040,,,,,,,,,,,,,,,,,,
92121,,7,44,25.5,515300,662,1016,1129,1115,1086.666667,921,1112.166667,0.977071782,810.2082657,-148.2082657,4179,,783,17,,,,,,,,,,,,,,,,,,
92122,326,317,337,326.6666667,589500,892.8,3635,3606,3529,3590,921,3916.666667,0.916595745,822.5659789,70.2340211,43728,,486,1046,,,,,,,,,,,,,,,,,,
92123,1812,1844,1806,1820.666667,466800,816,1653,1572,1582,1602.333333,921,3423,0.468107898,802.1307847,13.8692153,26823,,31,720,,,,,,,,,,,,,,,,,,
92124,,,,0,545000,846.25,4657,4430,4302,4463,921,4463,1,815.1546819,31.0953181,30443,,1056,842,,,,,,,,,,,,,,,,,,
92126,420,409,427,418.6666667,461200,874.5555556,6382,6341,6330,6351,921,6769.666667,0.938155498,801.1981271,73.35742846,73343,,584,1060,,,,,,,,,,,,,,,,,,
92127,540,16,601,385.6666667,683300,927,5176,5656,5820,5550.666667,921,5936.333333,0.935032849,838.1879937,88.8120063,39337,,569,1119,,,,,,,,,,,,,,,,,,
92128,,,,0,526900,905,4672,4644,4722,4679.333333,921,4679.333333,1,812.1401993,92.8598007,47490,,1056,1130,,,,,,,,,,,,,,,,,,
92129,97,141,,119,652300,915.0833333,8176,8153,8284,8204.333333,921,8323.333333,0.985702843,833.0250677,82.05826563,51536,,841,1090,,,,,,,,,,,,,,,,,,
92130,2731,2763,2776,2756.666667,896100,949.8333333,8166,8275,8380,8273.666667,921,11030.33333,0.750083104,873.6289825,76.20435083,48940,,160,1073,,,,,,,,,,,,,,,,,,
92131,448,518,572,512.6666667,671500,905.7142857,5312,5187,5244,5247.666667,921,5760.333333,0.911000521,836.2227509,69.49153481,32787,,467,1045,,,,,,,,,,,,,,,,,,
92139,213,211,196,206.6666667,341000,819.1428571,3887,3814,3739,3813.333333,921,4020,0.948590381,781.1792979,37.96355924,35125,,625,888,,,,,,,,,,,,,,,,,,
92154,502,525,463,496.6666667,357500,782.625,10437,10226,10022,10228.33333,921,10725,0.953690754,783.9273069,-1.3023069,79708,,657,605,,,,,,,,,,,,,,,,,,
92173,300,287,288,291.6666667,327700,778.1666667,3121,3069,3214,3134.666667,921,3426.333333,0.914874988,778.9642361,-0.797569433,29429,,480,612,,,,,,,,,,,,,,,,,,
92201,199,222,233,218,198700,766.9444444,10081,10062,10147,10096.66667,922,10314.66667,0.978865047,757.4798021,9.464642344,61827,,794,691,,,,,,,,,,,,,,,,,,
92203,364,391,396,383.6666667,294400,828.5,1215,1372,1383,1323.333333,922,1707,0.775239211,773.4182543,55.0817457,25605,,190,974,,,,,,,,,,,,,,,,,,
92210,,,,0,701500,912,516,501,502,506.3333333,922,506.3333333,1,841.2191309,70.7808691,4677,,1056,1050,,,,,,,,,,,,,,,,,,
92211,515,647,574,578.6666667,325000,850,488,543,562,531,922,1109.666667,0.478522079,778.5145619,71.4854381,24294,,34,1055,,,,,,,,,,,,,,,,,,
92220,94,295,285,224.6666667,186500,724.5,2946,2892,2758,2865.333333,922,3090,0.927292341,755.4479409,-30.9479409,31638,,540,380,,,,,,,,,,,,,,,,,,
92223,110,98,129,112.3333333,259100,806.7,6097,6177,6391,6221.666667,922,6334,0.982265025,767.5391805,39.1608195,43605,,814,895,,,,,,,,,,,,,,,,,,
92225,7,12,57,25.33333333,122000,652,1995,1982,1969,1982,922,2007.333333,0.987379608,744.7057239,-92.7057239,24310,,852,88,,,,,,,,,,,,,,,,,,
92227,161,134,135,143.3333333,147200,767.8888889,4045,4065,4044,4051.333333,922,4194.666667,0.965829625,748.9026831,18.98620579,26234,,715,757,,,,,,,,,,,,,,,,,,
92231,1070,1101,1076,1082.333333,174300,688.0909091,5853,5808,5951,5870.666667,922,6953,0.844335778,753.4160797,-65.32517061,39073,,295,168,,,,,,,,,,,,,,,,,,
92234,,,,0,231100,755.3333333,7061,7054,6761,6958.666667,922,6958.666667,1,762.8758925,-7.542559167,51151,,1056,560,,,,,,,,,,,,,,,,,,
92236,,,,0,174100,714.5,5073,5145,5373,5197,922,5197,1,753.3827705,-38.8827705,41083,,1056,315,,,,,,,,,,,,,,,,,,
92240,16,,,16,151000,722.5714286,4799,4185,4166,4383.333333,922,4399.333333,0.996363085,749.5355579,-26.96412933,34722,,931,413,,,,,,,,,,,,,,,,,,
92243,237,261,297,265,159400,752.2,8576,8513,8743,8610.666667,922,8875.666667,0.970143088,750.9345443,1.2654557,48030,,740,626,,,,,,,,,,,,,,,,,,
92249,,,,0,160800,823,846,846,879,857,922,857,1,751.1677087,71.8322913,7334,,1056,1056,,,,,,,,,,,,,,,,,,
92250,,,,0,143600,749.5,1181,1131,1130,1147.333333,922,1147.333333,1,748.3031175,1.1968825,8285,,1056,625,,,,,,,,,,,,,,,,,,
92251,76,59,65,66.66666667,188600,792.2,2681,2709,2767,2719,922,2785.666667,0.976067967,755.7976875,36.4023125,21583,,776,881,,,,,,,,,,,,,,,,,,
92252,75,59,49,61,101800,815,485,464,399,449.3333333,922,510.3333333,0.880470281,741.3414947,73.6585053,9647,,380,1062,,,,,,,,,,,,,,,,,,
92253,79,20,113,70.66666667,386400,757.5714286,4667,4545,4558,4590,922,4660.666667,0.984837648,788.7404863,-31.16905773,37262,,835,379,,,,,,,,,,,,,,,,,,
92254,,,,0,114000,729,1214,1314,1302,1276.666667,922,1276.666667,1,743.3733559,-14.3733559,12768,,1056,502,,,,,,,,,,,,,,,,,,
92256,,,,0,112600,833,162,145,133,146.6666667,922,146.6666667,1,743.1401915,89.8598085,3588,,1056,1122,,,,,,,,,,,,,,,,,,
92260,672,716,749,712.3333333,321800,869.4,3933,4029,4085,4015.666667,922,4728,0.849337281,777.9816147,91.4183853,31753,,307,1125,,,,,,,,,,,,,,,,,,
92262,276,256,226,252.6666667,312700,785.5,3109,3140,3096,3115,922,3367.666667,0.92497278,776.4660461,9.0339539,26179,,532,683,,,,,,,,,,,,,,,,,,
92264,371,359,366,365.3333333,277100,715,893,862,869,874.6666667,922,1240,0.705376344,770.5370085,-55.5370085,19383,,135,215,,,,,,,,,,,,,,,,,,
92270,373,,355,364,482600,841,319,301,287,302.3333333,922,666.3333333,0.453726863,804.7622115,36.2377885,17220,,28,879,,,,,,,,,,,,,,,,,,
92276,,,,0,158500,766,397,381,376,384.6666667,922,384.6666667,1,750.7846529,15.2153471,7585,,1056,729,,,,,,,,,,,,,,,,,,
92277,16,16,27,19.66666667,93200,803.7142857,2578,2549,2486,2537.666667,922,2557.333333,0.992309698,739.9091991,63.80508661,23911,,889,1020,,,,,,,,,,,,,,,,,,
92284,363,339,318,340,136300,734,2634,2434,2481,2516.333333,922,2856.333333,0.880966274,747.0873317,-13.0873317,25095,,383,508,,,,,,,,,,,,,,,,,,
92285,,,,0,70400,805,114,95,105,104.6666667,922,104.6666667,1,736.1119503,68.8880497,2632,,1056,1039,,,,,,,,,,,,,,,,,,
92307,90,81,88,86.33333333,200400,796,4676,4545,4316,4512.333333,923,4598.666667,0.981226442,757.7629303,38.2370697,37630,,812,890,,,,,,,,,,,,,,,,,,
92308,187,73,83,114.3333333,176100,732,4871,5095,5425,5130.333333,923,5244.666667,0.978200076,753.7158625,-21.7158625,39837,,790,455,,,,,,,,,,,,,,,,,,
92311,104,95,90,96.33333333,93000,755.6,3596,3597,3480,3557.666667,923,3654,0.973636198,739.8758899,15.7241101,31894,,761,733,,,,,,,,,,,,,,,,,,
92313,39,44,,41.5,295500,801,1850,1832,1841,1841,923,1882.5,0.977954847,773.6014549,27.3985451,12025,,788,814,,,,,,,,,,,,,,,,,,
92314,40,,,40,200600,705.5,608,604,571,594.3333333,923,634.3333333,0.936941671,757.7962395,-52.2962395,10162,,579,231,,,,,,,,,,,,,,,,,,
92315,17,10,53,26.66666667,296800,811.3333333,914,880,918,904,923,930.6666667,0.971346705,773.8179647,37.51536863,5094,,750,885,,,,,,,,,,,,,,,,,,
92316,794,741,600,711.6666667,245900,746,6064,5875,5595,5844.666667,923,6556.333333,0.891453556,765.3407733,-19.3407733,30830,,411,470,,,,,,,,,,,,,,,,,,
92324,,19,,19,212500,722.4666667,9164,9186,8243,8864.333333,923,8883.333333,0.997861163,759.7781369,-37.31147023,56505,,944,331,,,,,,,,,,,,,,,,,,
92325,,,,0,165100,683.5,407,347,333,362.3333333,923,362.3333333,1,751.8838565,-68.3838565,9391,,1056,158,,,,,,,,,,,,,,,,,,
92335,152,248,165,188.3333333,255000,761.1764706,11648,11308,11254,11403.33333,923,11591.66667,0.983752696,766.8563419,-5.679871312,95397,,827,568,,,,,,,,,,,,,,,,,,
92336,350,421,391,387.3333333,377900,793.6190476,13788,13631,13324,13581,923,13968.33333,0.972270612,787.3248453,6.294202319,88419,,755,659,,,,,,,,,,,,,,,,,,
92337,,,,0,302100,762.5454545,6705,7118,7100,6974.333333,923,6974.333333,1,774.7006585,-12.15520396,37849,,1056,515,,,,,,,,,,,,,,,,,,
92344,8,6,,7,241700,656,1635,1720,1715,1690,923,1697,0.995875074,764.6412801,-108.6412801,20769,,922,52,,,,,,,,,,,,,,,,,,
92345,638,844,840,774,179000,749.5384615,14000,13908,14209,14039,923,14813,0.947748599,754.1988459,-4.660384362,78715,,620,580,,,,,,,,,,,,,,,,,,
92346,199,164,177,180,264600,767.5714286,5882,5764,5679,5775,923,5955,0.9697733,768.4551835,-0.883754929,54923,,734,610,,,,,,,,,,,,,,,,,,
92352,153,134,40,109,332000,807.25,2272,2202,2152,2208.666667,923,2317.666667,0.952969941,779.6803839,27.5696161,8004,,650,816,,,,,,,,,,,,,,,,,,
92354,1318,1318,1312,1316,358900,877,630,468,473,523.6666667,923,1839.666667,0.284653017,784.1604713,92.8395287,21559,,9,1129,,,,,,,,,,,,,,,,,,
92356,,,,0,112300,715,622,440,445,502.3333333,923,502.3333333,1,743.0902277,-28.0902277,6455,,1056,403,,,,,,,,,,,,,,,,,,
92359,69,64,67,66.66666667,224900,849,291,268,269,276,923,342.6666667,0.805447471,761.8433073,87.1566927,8103,,230,1110,,,,,,,,,,,,,,,,,,
92371,,,6,6,214900,805.25,1673,1763,1716,1717.333333,923,1723.333333,0.996518375,760.1778473,45.0721527,16763,,933,934,,,,,,,,,,,,,,,,,,
92372,20,23,17,20,206700,787,261,283,272,272,923,292,0.931506849,758.8121701,28.1878299,6220,,558,824,,,,,,,,,,,,,,,,,,
92373,1628,1634,1557,1606.333333,419100,822.75,3219,3236,3163,3206,923,4812.333333,0.66620489,794.1865405,28.5634595,33423,,108,827,,,,,,,,,,,,,,,,,,
92374,685,618,715,672.6666667,291200,791.5454545,9562,9648,9440,9550,923,10222.66667,0.934198513,772.8853071,18.66014745,40267,,564,753,,,,,,,,,,,,,,,,,,
92376,279,342,358,326.3333333,251800,728.9,11223,11140,11282,11215,923,11541.33333,0.971724815,766.3233947,-37.4233947,81516,,752,328,,,,,,,,,,,,,,,,,,
92377,,,,0,317300,772.6666667,4876,4832,4835,4847.666667,923,4847.666667,1,777.2321577,-4.565491033,19989,,1056,581,,,,,,,,,,,,,,,,,,
92391,36,18,115,56.33333333,156700,826,297,291,291,293,923,349.3333333,0.838740458,750.4848701,75.5151299,2534,,284,1070,,,,,,,,,,,,,,,,,,
92392,71,77,136,94.66666667,190900,765.8823529,10057,10556,10078,10230.33333,923,10325,0.990831316,756.1807433,9.701609641,54858,,878,693,,,,,,,,,,,,,,,,,,
92394,42,41,51,44.66666667,177100,727,733,679,676,696,923,740.6666667,0.939693969,753.8824085,-26.8824085,33237,,590,414,,,,,,,,,,,,,,,,,,
92395,411,352,370,377.6666667,171100,741.2,7714,7572,7582,7622.666667,923,8000.333333,0.952793634,752.8831325,-11.6831325,42400,,649,523,,,,,,,,,,,,,,,,,,
92397,,10,7,8.5,242000,866,209,185,190,194.6666667,923,203.1666667,0.958162428,764.6912439,101.3087561,4894,,682,1139,,,,,,,,,,,,,,,,,,
92399,159,123,88,123.3333333,303100,787.6666667,6201,6351,6299,6283.666667,923,6407,0.980750221,774.8672045,12.79946217,52606,,804,712,,,,,,,,,,,,,,,,,,
92404,552,554,541,549,197500,716.3125,9204,9206,8227,8879,924,9428,0.941769198,757.2799469,-40.9674469,58271,,600,296,,,,,,,,,,,,,,,,,,
92405,132,270,259,220.3333333,173400,702.75,4448,4365,4079,4297.333333,924,4517.666667,0.95122851,753.2661883,-50.5161883,28873,,636,238,,,,,,,,,,,,,,,,,,
92407,414,305,289,336,234600,757.7333333,8221,8136,8228,8195,924,8531,0.96061423,763.4588035,-5.725470167,56689,,692,567,,,,,,,,,,,,,,,,,,
92408,53,68,104,75,195700,721.75,963,1069,1318,1116.666667,924,1191.666667,0.937062937,756.9801641,-35.2301641,15271,,580,341,,,,,,,,,,,,,,,,,,
92501,239,294,339,290.6666667,248200,786,1022,1076,1103,1067,925,1357.666667,0.785907194,765.7238291,20.2761709,20970,,200,767,,,,,,,,,,,,,,,,,,
92503,392,626,607,541.6666667,292300,776.5,11376,11663,11360,11466.33333,925,12008,0.954891184,773.0685077,3.4314923,84519,,661,647,,,,,,,,,,,,,,,,,,
92504,1429,1283,1279,1330.333333,274700,802.3333333,6145,6036,6116,6099,925,7429.333333,0.820935032,770.1372981,32.19603523,53778,,261,850,,,,,,,,,,,,,,,,,,
92505,732,693,703,709.3333333,301400,784.4,6127,6451,6086,6221.333333,925,6930.666667,0.897652943,774.5840763,9.8159237,47672,,433,694,,,,,,,,,,,,,,,,,,
92506,1808,1768,1746,1774,371000,735.6,7599,7623,7517,7579.666667,925,9353.666667,0.810341755,786.1756779,-50.5756779,44001,,241,237,,,,,,,,,,,,,,,,,,
92507,96,72,56,74.66666667,280600,752.2857143,4552,4453,4403,4469.333333,925,4544,0.983568075,771.1199195,-18.83420521,58002,,824,473,,,,,,,,,,,,,,,,,,
92508,534,500,524,519.3333333,401300,874,5767,5724,6008,5833,925,6352.333333,0.918245264,791.2220217,82.7779783,35000,,494,1093,,,,,,,,,,,,,,,,,,
92509,47,51,26,41.33333333,285500,766.7368421,11340,11255,11264,11286.33333,925,11327.66667,0.996351117,771.9359949,-5.199152795,75196,,929,575,,,,,,,,,,,,,,,,,,
92530,,7,,7,254000,781.9090909,4924,6262,6196,5794,925,5801,0.998793311,766.6897959,15.21929501,50216,,953,730,,,,,,,,,,,,,,,,,,
92532,,,104,104,323300,863.2,3297,4131,4221,3883,925,3987,0.973915224,778.2314337,84.9685663,18644,,764,1103,,,,,,,,,,,,,,,,,,
92536,,,,0,308800,884,179,188,166,177.6666667,925,177.6666667,1,775.8165167,108.1834833,3810,,1056,1141,,,,,,,,,,,,,,,,,,
92539,23,22,21,22,179800,735.5,631,597,548,592,925,614,0.964169381,754.3320827,-18.8320827,4734,,703,474,,,,,,,,,,,,,,,,,,
92543,50,36,10,32,137100,746.7142857,3723,3869,3686,3759.333333,925,3791.333333,0.991559698,747.2205685,-0.506282786,33555,,885,620,,,,,,,,,,,,,,,,,,
92544,680,640,651,657,192300,764.1111111,4997,4769,4784,4850,925,5507,0.880697294,756.4139077,7.697203411,44734,,382,673,,,,,,,,,,,,,,,,,,
92545,,,,0,211600,768.8333333,5097,5055,5117,5089.666667,925,5089.666667,1,759.6282455,9.205087833,39457,,1056,688,,,,,,,,,,,,,,,,,,
92549,270,295,296,287,229500,892,226,193,202,207,925,494,0.41902834,762.6094189,129.3905811,3926,,20,1151,,,,,,,,,,,,,,,,,,
92551,38,28,24,30,231400,777.2222222,7402,7418,7341,7387,925,7417,0.995955238,762.9258563,14.29636592,30815,,924,724,,,,,,,,,,,,,,,,,,
92553,112,123,113,116,222100,697.3157895,9571,9497,9398,9488.666667,925,9604.666667,0.987922538,761.3769785,-64.06118903,73722,,859,173,,,,,,,,,,,,,,,,,,
92555,432,415,383,410,296400,780.5714286,6148,6068,6017,6077.666667,925,6487.666667,0.936803165,773.7513463,6.820082271,39076,,577,665,,,,,,,,,,,,,,,,,,
92557,40,166,24,76.66666667,260600,781.0909091,7595,7496,7267,7452.666667,925,7529.333333,0.989817602,767.7889995,13.30190959,50320,,869,716,,,,,,,,,,,,,,,,,,
92562,1518,1149,1190,1285.666667,366100,830.6,8972,9105,9023,9033.333333,925,10319,0.875407824,785.3596025,45.2403975,62079,,368,936,,,,,,,,,,,,,,,,,,
92563,39,38,32,36.33333333,357400,864.3846154,9791,9936,10120,9949,925,9985.333333,0.99636133,783.9106523,80.47396309,53892,,930,1086,,,,,,,,,,,,,,,,,,
92567,58,26,29,37.66666667,262800,808.75,1484,1520,1576,1526.666667,925,1564.333333,0.975921585,768.1554007,40.5945993,9459,,773,904,,,,,,,,,,,,,,,,,,
92570,299,292,328,306.3333333,240500,743.8,8275,8463,8632,8456.666667,925,8763,0.965042413,764.4414249,-20.6414249,53697,,708,461,,,,,,,,,,,,,,,,,,
92571,126,86,,106,227300,774.7,6463,6882,6894,6746.333333,925,6852.333333,0.984530817,762.2430177,12.4569823,52516,,831,709,,,,,,,,,,,,,,,,,,
92582,,,,0,234000,670,938,885,873,898.6666667,925,898.6666667,1,763.3588759,-93.3588759,15649,,1056,86,,,,,,,,,,,,,,,,,,
92583,390,374,222,328.6666667,184500,760.8888889,5594,5633,5805,5677.333333,925,6006,0.945276945,755.1148489,5.774039989,30236,,612,657,,,,,,,,,,,,,,,,,,
92584,320,268,276,288,309800,847.1111111,6614,6828,6752,6731.333333,925,7019.333333,0.958970463,775.9830627,71.12804841,43400,,685,1053,,,,,,,,,,,,,,,,,,
92585,20,,35,27.5,280300,787.8,3978,4006,4089,4024.333333,925,4051.833333,0.993212949,771.0699557,16.7300443,17797,,895,740,,,,,,,,,,,,,,,,,,
92586,,12,12,12,182700,842.5,1320,1327,1209,1285.333333,925,1297.333333,0.990750257,754.8150661,87.6849339,19815,,877,1112,,,,,,,,,,,,,,,,,,
92587,11,23,22,18.66666667,345300,829,377,353,358,362.6666667,925,381.3333333,0.951048951,781.8954457,47.1045543,16675,,635,948,,,,,,,,,,,,,,,,,,
92590,17,41,27,28.33333333,855000,738.6666667,3397,3930,3907,3744.666667,925,3773,0.992490503,866.7839419,-128.1172752,3660,,891,28,,,,,,,,,,,,,,,,,,
92591,,,6,6,377800,871,6047,5871,5766,5894.666667,925,5900.666667,0.998983166,787.3081907,83.6918093,38272,,955,1096,,,,,,,,,,,,,,,,,,
92592,2324,1914,2440,2226,401200,863.6470588,12563,12424,12635,12540.66667,925,14766.66667,0.849255079,791.2053671,72.44169172,72492,,306,1059,,,,,,,,,,,,,,,,,,
92595,638,520,562,573.3333333,327000,832.2857143,3515,4305,4187,4002.333333,925,4575.666667,0.874699497,778.8476539,53.43806039,29851,,365,968,,,,,,,,,,,,,,,,,,
92596,8,11,,9.5,344700,859.8,2255,2360,2473,2362.666667,925,2372.166667,0.995995222,781.7955181,78.0044819,23172,,925,1078,,,,,,,,,,,,,,,,,,
92602,16,15,15,15.33333333,790000,928.25,3215,3501,3975,3563.666667,926,3579,0.995715749,855.9584519,72.2915481,22871,,920,1058,,,,,,,,,,,,,,,,,,
92603,616,617,608,613.6666667,990900,959.75,2163,2236,2236,2211.666667,926,2825.333333,0.78279849,889.4175433,70.3324567,20184,,196,1047,,,,,,,,,,,,,,,,,,
92604,531,649,190,456.6666667,682000,927.125,5714,5891,6025,5876.666667,926,6333.333333,0.927894737,837.9714839,89.1535161,26853,,542,1120,,,,,,,,,,,,,,,,,,
92606,,11,,11,691400,834.75,1357,1346,1359,1354,926,1365,0.991941392,839.5370163,-4.7870163,21495,,887,578,,,,,,,,,,,,,,,,,,
92612,75,110,85,90,659300,922.6666667,2849,2878,2827,2851.333333,926,2941.333333,0.969401632,834.1908897,88.47577697,27522,,730,1116,,,,,,,,,,,,,,,,,,
92614,33,49,19,33.66666667,611100,915.8,2245,2283,2372,2300,926,2333.666667,0.98557349,826.1633725,89.6366275,24748,,840,1121,,,,,,,,,,,,,,,,,,
92618,,,746,746,723800,926,561,617,597,591.6666667,926,1337.666667,0.442312484,844.9331067,81.0668933,16366,,23,1089,,,,,,,,,,,,,,,,,,
92620,318,340,201,286.3333333,768300,940.625,5134,5435,5777,5448.666667,926,5735,0.950072653,852.3444037,88.2805963,38486,,628,1114,,,,,,,,,,,,,,,,,,
92624,54,68,61,61,747800,858,327,330,336,331,926,392,0.844387755,848.9302107,9.0697893,7248,,296,685,,,,,,,,,,,,,,,,,,
92625,406,406,406,406,1566700,932,734,759,822,771.6666667,926,1177.666667,0.655250495,985.3147301,-53.3147301,12478,,98,228,,,,,,,,,,,,,,,,,,
92626,1403,1450,1499,1450.666667,641900,827.9166667,5323,5466,5501,5430,926,6880.666667,0.789167716,831.2929893,-3.376322633,49341,,205,587,,,,,,,,,,,,,,,,,,
92627,868,545,861,758,665300,759.1111111,3341,3510,3453,3434.666667,926,4192.666667,0.819208141,835.1901657,-76.07905459,61510,,256,136,,,,,,,,,,,,,,,,,,
92629,717,714,710,713.6666667,776700,765.25,2345,2373,2303,2340.333333,926,3054,0.766317398,853.7433901,-88.4933901,25756,,182,97,,,,,,,,,,,,,,,,,,
92630,557,625,667,616.3333333,597800,856.5,6061,6207,6127,6131.666667,926,6748,0.908664296,823.9483107,32.5516893,59182,,462,852,,,,,,,,,,,,,,,,,,
92646,1480,2023,2067,1856.666667,682100,896.6,5927,5976,6115,6006,926,7862.666667,0.763862981,837.9881385,58.6118615,55224,,179,991,,,,,,,,,,,,,,,,,,
92647,1135,1179,1183,1165.666667,611300,843.4285714,6508,6534,6640,6560.666667,926,7726.333333,0.849130679,826.1966817,17.23188973,57245,,305,745,,,,,,,,,,,,,,,,,,
92648,141,126,126,131,797500,902.25,4170,4265,4313,4249.333333,926,4380.333333,0.9700936,857.2075469,45.0424531,45317,,738,933,,,,,,,,,,,,,,,,,,
92649,326,293,284,301,679100,876.75,3771,3696,3649,3705.333333,926,4006.333333,0.924868957,837.4885005,39.2614995,32463,,531,896,,,,,,,,,,,,,,,,,,
92651,505,452,461,472.6666667,1432600,917.75,2290,2295,2297,2294,926,2766.666667,0.829156627,962.9809115,-45.2309115,23881,,272,265,,,,,,,,,,,,,,,,,,
92653,177,155,90,140.6666667,658300,864.5,2578,2525,2457,2520,926,2660.666667,0.947131045,834.0243437,30.4756563,29291,,618,839,,,,,,,,,,,,,,,,,,
92655,,,,0,448100,856,1204,1194,1163,1187,926,1187,1,799.0163745,56.9836255,8337,,1056,982,,,,,,,,,,,,,,,,,,
92656,1045,1009,1145,1066.333333,511400,885.25,6481,6379,6453,6437.666667,926,7504,0.85789801,809.5587363,75.6912637,49046,,328,1072,,,,,,,,,,,,,,,,,,
92660,506,492,471,489.6666667,1380600,814.4285714,3353,3232,3259,3281.333333,926,3771,0.870149386,954.3205195,-139.8919481,34797,,355,23,,,,,,,,,,,,,,,,,,
