Zip,zindex,sd_avg_w,sd_num11,sd_num12,sd_num13,sd_num_avg
93309,172800.0,717.538461538,5007.0,5145.0,2861.0,4337.66666667
95139,672600.0,717.5,342.0,337.0,333.0,337.333333333
92240,151000.0,717.0,4500.0,3924.0,3990.0,4138.0
94542,669000.0,717.0,198.0,196.0,198.0,197.333333333
95638,455200.0,717.0,165.0,172.0,174.0,170.333333333
93219,116000.0,717.0,1312.0,1337.0,1354.0,1334.33333333
93036,405300.0,716.818181818,5967.0,6202.0,6276.0,6148.33333333
92082,503200.0,716.714285714,1366.0,1395.0,1521.0,1427.33333333
95776,285500.0,716.5,1066.0,1018.0,1117.0,1067.0
93726,148100.0,716.428571429,5035.0,4884.0,5028.0,4982.33333333
94553,460300.0,716.25,789.0,823.0,924.0,845.333333333
95838,199200.0,716.0,3591.0,3807.0,4138.0,3845.33333333
95605,173100.0,716.0,878.0,860.0,930.0,889.333333333
91405,431500.0,715.833333333,3690.0,3623.0,3078.0,3463.66666667
92101,486800.0,715.727272727,2481.0,2703.0,2859.0,2681.0
93242,121700.0,715.666666667,392.0,385.0,407.0,394.666666667
95832,170200.0,715.5,725.0,733.0,817.0,758.333333333
96134,77700.0,715.5,271.0,282.0,265.0,272.666666667
93901,398700.0,715.25,2495.0,2563.0,2925.0,2661.0
91303,394400.0,715.166666667,2395.0,2509.0,2427.0,2443.66666667
93015,340300.0,715.0,633.0,853.0,904.0,796.666666667
93561,212400.0,715.0,1103.0,1129.0,1213.0,1148.33333333
93263,135600.0,715.0,3296.0,3244.0,3065.0,3201.66666667
93436,254400.0,714.727272727,3485.0,3452.0,3662.0,3533.0
95966,159000.0,714.727272727,3001.0,2722.0,2854.0,2859.0
95351,139200.0,714.692307692,5676.0,5610.0,5729.0,5671.66666667
95073,657000.0,714.666666667,412.0,289.0,486.0,395.666666667
94403,960600.0,714.5,1282.0,1342.0,1393.0,1339.0
90043,410600.0,714.357142857,4101.0,4207.0,4121.0,4143.0
95688,405900.0,714.222222222,1684.0,1676.0,1625.0,1661.66666667
94590,218200.0,714.0,1207.0,1471.0,1449.0,1375.66666667
93453,459600.0,714.0,87.0,76.0,95.0,86.0
93212,103900.0,713.5,1939.0,1966.0,2046.0,1983.66666667
92539,179800.0,713.5,514.0,484.0,462.0,486.666666667
95610,241500.0,713.5,1618.0,1733.0,1804.0,1718.33333333
95670,235800.0,713.461538462,3506.0,3394.0,3545.0,3481.66666667
92404,197500.0,713.3125,8508.0,9140.0,7870.0,8506.0
95817,230400.0,713.2,629.0,676.0,703.0,669.333333333
91384,468800.0,713.0,543.0,601.0,654.0,599.333333333
94806,293400.0,712.714285714,4102.0,4217.0,4344.0,4221.0
93906,321700.0,712.388888889,6556.0,6835.0,7018.0,6803.0
93618,152500.0,711.75,4659.0,4709.0,4028.0,4465.33333333
92324,212500.0,711.6,7758.0,7608.0,7368.0,7578.0
92113,303300.0,711.538461538,5064.0,5281.0,5014.0,5119.66666667
93647,128700.0,711.25,2313.0,2357.0,2426.0,2365.33333333
93648,123000.0,711.166666667,1913.0,1902.0,1934.0,1916.33333333
94063,691300.0,711.166666667,1224.0,1458.0,1457.0,1379.66666667
91401,629700.0,711.125,2992.0,3045.0,2982.0,3006.33333333
95954,160600.0,711.0,475.0,441.0,431.0,449.0
94518,521800.0,710.8,1609.0,1814.0,1852.0,1758.33333333
91107,764300.0,710.727272727,4292.0,4112.0,4169.0,4191.0
94605,401400.0,710.571428571,1738.0,1862.0,1808.0,1802.66666667
93101,794600.0,710.4,910.0,1055.0,1093.0,1019.33333333
93010,525600.0,710.181818182,1006.0,1201.0,1317.0,1174.66666667
93701,94600.0,710.166666667,2168.0,2191.0,2076.0,2145.0
95045,471600.0,710.0,327.0,329.0,326.0,327.333333333
91766,326200.0,709.933333333,6871.0,6880.0,7430.0,7060.33333333
93933,415600.0,709.666666667,1303.0,1362.0,1485.0,1383.33333333
92284,136300.0,709.4,1778.0,1665.0,1794.0,1745.66666667
95340,187400.0,709.294117647,5121.0,4993.0,4901.0,5005.0
95062,677900.0,709.0,1696.0,1718.0,1682.0,1698.66666667
93280,134500.0,708.888888889,3295.0,3462.0,3597.0,3451.33333333
91352,396600.0,708.727272727,7033.0,6856.0,6708.0,6865.66666667
90003,279900.0,708.533333333,9635.0,8797.0,8356.0,8929.33333333
94564,405100.0,708.5,1592.0,1494.0,1555.0,1547.0
90026,652100.0,708.176470588,6155.0,5981.0,5866.0,6000.66666667
95425,400200.0,708.0,611.0,640.0,668.0,639.666666667
93270,175700.0,707.5,648.0,635.0,649.0,644.0
92236,174100.0,707.4,4603.0,4686.0,4576.0,4621.66666667
95442,795000.0,707.0,121.0,100.0,109.0,110.0
93514,335000.0,707.0,611.0,655.0,653.0,639.666666667
95240,219500.0,706.692307692,3233.0,3369.0,3459.0,3353.66666667
94503,419400.0,706.666666667,531.0,731.0,863.0,708.333333333
93203,124900.0,706.5,3908.0,3829.0,3806.0,3847.66666667
92590,855000.0,706.0,1212.0,1497.0,1553.0,1420.66666667
90028,653200.0,705.75,3404.0,3504.0,3077.0,3328.33333333
93955,375500.0,705.5,2453.0,2448.0,2623.0,2508.0
92264,277100.0,705.333333333,734.0,691.0,697.0,707.333333333
94572,380500.0,705.0,255.0,289.0,347.0,297.0
93241,85800.0,704.75,1383.0,1297.0,1392.0,1357.33333333
95367,233600.0,704.5,1482.0,1608.0,1686.0,1592.0
93305,114600.0,704.285714286,2755.0,2835.0,3009.0,2866.33333333
95117,845300.0,703.666666667,411.0,452.0,470.0,444.333333333
96025,128900.0,703.5,113.0,106.0,98.0,105.666666667
91106,554400.0,703.5,929.0,943.0,974.0,948.666666667
95126,673800.0,703.5,2120.0,2175.0,2392.0,2229.0
92408,195700.0,703.0,793.0,856.0,1020.0,889.666666667
93702,88400.0,702.5,5800.0,5654.0,5654.0,5702.66666667
95363,252000.0,702.285714286,2776.0,2764.0,2955.0,2831.66666667
91411,571600.0,701.8,3504.0,3554.0,3724.0,3594.0
92405,173400.0,701.75,4259.0,4354.0,3982.0,4198.33333333
95987,177400.0,701.75,701.0,740.0,797.0,746.0
90061,289900.0,701.7,3650.0,3662.0,3381.0,3564.33333333
90044,300400.0,701.0,7145.0,6859.0,6093.0,6699.0
93703,120400.0,700.888888889,4460.0,4458.0,4387.0,4435.0
93223,114600.0,700.666666667,1214.0,1217.0,1247.0,1226.0
95691,295400.0,700.625,2606.0,2715.0,2633.0,2651.33333333
94801,236800.0,700.428571429,1768.0,1798.0,1786.0,1784.0
93030,420200.0,700.25,6136.0,6014.0,6159.0,6103.0
93268,106300.0,700.125,1417.0,1428.0,1460.0,1435.0
95823,185300.0,700.058823529,7966.0,8063.0,8267.0,8098.66666667
94019,904400.0,700.0,943.0,943.0,983.0,956.333333333
94599,760400.0,700.0,34.0,41.0,41.0,38.6666666667
95242,306700.0,699.1,2755.0,2812.0,2983.0,2850.0
95203,142900.0,698.75,1012.0,1052.0,1096.0,1053.33333333
94621,231600.0,698.615384615,2032.0,2004.0,2969.0,2335.0
92506,371000.0,698.357142857,4560.0,4711.0,4889.0,4720.0
94401,703600.0,698.25,756.0,774.0,760.0,763.333333333
96145,546300.0,698.0,363.0,358.0,295.0,338.666666667
94509,273500.0,697.058823529,4465.0,4456.0,3596.0,4172.33333333
95370,217900.0,696.428571429,818.0,859.0,908.0,861.666666667
93235,95400.0,696.0,410.0,419.0,403.0,410.666666667
92356,112300.0,695.5,501.0,353.0,353.0,402.333333333
95316,236400.0,695.4,550.0,457.0,466.0,491.0
91906,227300.0,695.0,175.0,189.0,207.0,190.333333333
93434,205600.0,695.0,825.0,838.0,792.0,818.333333333
91746,374500.0,694.75,2920.0,2726.0,2859.0,2835.0
93510,486100.0,694.666666667,277.0,303.0,310.0,296.666666667
95215,121900.0,694.25,3113.0,3170.0,3065.0,3116.0
90248,404200.0,694.25,1844.0,1676.0,1636.0,1718.66666667
93291,192700.0,692.5,5063.0,5194.0,5176.0,5144.33333333
94124,610100.0,692.428571429,1094.0,1038.0,1024.0,1052.0
95037,779500.0,692.3,2020.0,1952.0,1869.0,1947.0
96143,362100.0,692.0,49.0,55.0,83.0,62.3333333333
90640,422000.0,691.916666667,9714.0,8970.0,9184.0,9289.33333333
92553,222100.0,691.736842105,8773.0,8324.0,8871.0,8656.0
92084,447300.0,691.111111111,3258.0,3432.0,3534.0,3408.0
95131,706700.0,690.8,947.0,818.0,1145.0,970.0
91767,331600.0,690.785714286,4569.0,4425.0,4548.0,4514.0
95076,421400.0,689.538461538,8772.0,9133.0,9493.0,9132.66666667
95470,367300.0,689.0,261.0,287.0,276.0,274.666666667
95685,275600.0,687.75,285.0,340.0,314.0,313.0
93728,130500.0,687.6,1453.0,1515.0,1516.0,1494.66666667
93256,109900.0,687.0,677.0,744.0,770.0,730.333333333
93234,125400.0,686.0,813.0,835.0,840.0,829.333333333
93638,138300.0,685.6875,5467.0,5683.0,5850.0,5666.66666667
93660,118100.0,685.0,551.0,579.0,579.0,569.666666667
92231,174300.0,684.727272727,4523.0,5800.0,5945.0,5422.66666667
93535,172700.0,684.142857143,6953.0,6330.0,7435.0,6906.0
93927,198000.0,684.0,2455.0,2582.0,2748.0,2595.0
94612,442700.0,683.0,758.0,601.0,807.0,722.0
92314,200600.0,683.0,289.0,356.0,374.0,339.666666667
90047,328200.0,681.818181818,3913.0,3730.0,3427.0,3690.0
94559,469800.0,679.8,793.0,846.0,844.0,827.666666667
93907,385200.0,679.666666667,1335.0,1468.0,1464.0,1422.33333333
90033,340200.0,679.611111111,7334.0,6953.0,6682.0,6989.66666667
93513,181000.0,679.5,91.0,86.0,104.0,93.6666666667
94520,339000.0,679.4,1876.0,1991.0,1976.0,1947.66666667
94804,299900.0,679.333333333,3283.0,3296.0,3294.0,3291.0
95655,301600.0,679.0,177.0,195.0,191.0,187.666666667
95628,417000.0,678.888888889,1666.0,1847.0,1919.0,1810.66666667
93505,85800.0,678.25,971.0,930.0,957.0,952.666666667
94805,390700.0,677.0,1050.0,1077.0,1070.0,1065.66666667
94020,883000.0,677.0,52.0,36.0,11.0,33.0
93706,101700.0,676.416666667,6330.0,6448.0,6724.0,6500.66666667
95380,198100.0,676.333333333,3351.0,3289.0,3405.0,3348.33333333
90063,318500.0,674.5,6554.0,6867.0,6630.0,6683.66666667
94037,931200.0,674.0,106.0,116.0,100.0,107.333333333
95501,216800.0,672.833333333,1238.0,1132.0,1108.0,1159.33333333
90008,548600.0,671.571428571,2071.0,2079.0,2035.0,2061.66666667
95492,483600.0,671.166666667,1512.0,1566.0,1783.0,1620.33333333
95540,244000.0,671.0,617.0,620.0,853.0,696.666666667
95482,284700.0,670.714285714,2678.0,2750.0,2848.0,2758.66666667
96137,313500.0,670.333333333,107.0,107.0,136.0,116.666666667
94541,436400.0,670.25,3258.0,3363.0,3404.0,3341.66666667
93550,180500.0,668.928571429,6842.0,6604.0,7086.0,6844.0
93292,179400.0,668.846153846,3117.0,3047.0,3004.0,3056.0
93301,162500.0,668.125,2203.0,2289.0,2215.0,2235.66666667
95422,102200.0,667.666666667,686.0,717.0,732.0,711.666666667
95620,333400.0,667.666666667,1215.0,1354.0,1455.0,1341.33333333
93250,129100.0,667.4,2222.0,2273.0,2296.0,2263.66666667
95206,174900.0,666.666666667,9010.0,9340.0,9350.0,9233.33333333
90017,497200.0,661.0,3903.0,3783.0,3565.0,3750.33333333
92325,165100.0,660.5,255.0,216.0,235.0,235.333333333
90002,254500.0,658.363636364,4896.0,4298.0,4314.0,4502.66666667
92582,234000.0,656.75,694.0,638.0,697.0,676.333333333
94544,443000.0,655.083333333,3219.0,3283.0,3121.0,3207.66666667
91962,305100.0,655.0,168.0,171.0,174.0,171.0
94609,667700.0,653.6,372.0,408.0,558.0,446.0
95476,591300.0,650.4,1769.0,1817.0,1877.0,1821.0
95255,148900.0,648.0,48.0,49.0,40.0,45.6666666667
93204,102700.0,647.25,1487.0,1579.0,1609.0,1558.33333333
93534,153200.0,646.875,2880.0,2317.0,2103.0,2433.33333333
95249,177700.0,646.6,441.0,521.0,610.0,524.0
92121,515300.0,642.0,738.0,828.0,813.0,793.0
95205,106800.0,641.666666667,3361.0,3427.0,3552.0,3446.66666667
92344,241700.0,640.5,930.0,1079.0,1085.0,1031.33333333
93247,136200.0,637.4,2270.0,1874.0,1917.0,2020.33333333
93926,255300.0,636.75,1435.0,1463.0,1542.0,1480.0
94704,790100.0,631.333333333,870.0,748.0,725.0,781.0
93501,75300.0,627.5,433.0,413.0,409.0,418.333333333
92225,122000.0,620.6,1439.0,1416.0,1409.0,1421.33333333
95619,242000.0,620.0,22.0,21.0,29.0,24.0
93560,159300.0,620.0,1458.0,1486.0,1542.0,1495.33333333
94519,414900.0,610.4,362.0,422.0,420.0,401.333333333
90056,906900.0,607.0,111.0,174.0,118.0,134.333333333
95423,150500.0,567.5,145.0,142.0,121.0,136.0
94102,783000.0,564.0,212.0,242.0,239.0,231.0
95602,376900.0,545.0,54.0,37.0,49.0,46.6666666667
