Zip,zindex,hi_avg_w,hi_num11,hi_num12,hi_num13,hi_num_avg
93010,525600.0,716.909090909,1306.0,1382.0,1404.0,1364.0
95215,121900.0,716.714285714,2585.0,2676.0,2680.0,2647.0
92324,212500.0,716.533333333,7681.0,7686.0,7144.0,7503.66666667
94063,691300.0,716.5,1480.0,1465.0,1432.0,1459.0
94503,419400.0,716.333333333,496.0,654.0,776.0,642.0
92553,222100.0,716.333333333,7218.0,7157.0,7166.0,7180.33333333
95351,139200.0,716.307692308,4752.0,4731.0,4839.0,4774.0
92867,603300.0,716.2,2514.0,2456.0,2492.0,2487.33333333
95247,324200.0,716.0,19.0,19.0,20.0,19.3333333333
93286,134200.0,715.75,1376.0,1410.0,1450.0,1412.0
90061,289900.0,715.2,2632.0,2708.0,2515.0,2618.33333333
93648,123000.0,715.0,1965.0,1980.0,2014.0,1986.33333333
95422,102200.0,715.0,293.0,309.0,322.0,308.0
95824,144300.0,714.714285714,1338.0,1333.0,1318.0,1329.66666667
92240,151000.0,714.571428571,3635.0,3188.0,3208.0,3343.66666667
93280,134500.0,714.555555556,3486.0,3587.0,3651.0,3574.66666667
92404,197500.0,714.4,6479.0,6481.0,5793.0,6251.0
95685,275600.0,714.333333333,124.0,128.0,138.0,130.0
93906,321700.0,714.277777778,7019.0,7254.0,7579.0,7284.0
93505,85800.0,714.25,428.0,428.0,446.0,434.0
94599,760400.0,714.0,57.0,47.0,47.0,50.3333333333
93510,486100.0,714.0,291.0,291.0,263.0,281.666666667
95982,181800.0,713.5,128.0,132.0,130.0,130.0
94103,886800.0,713.5,249.0,244.0,255.0,249.333333333
95603,340900.0,713.375,575.0,579.0,577.0,577.0
91776,556900.0,713.285714286,2129.0,2179.0,2212.0,2173.33333333
95237,265300.0,713.0,98.0,139.0,176.0,137.666666667
90248,404200.0,712.75,1510.0,1287.0,1252.0,1349.66666667
94621,231600.0,712.384615385,2087.0,2176.0,2333.0,2198.66666667
91405,431500.0,712.333333333,3322.0,3249.0,3051.0,3207.33333333
93033,352300.0,711.944444444,10491.0,10502.0,10793.0,10595.3333333
95340,187400.0,711.764705882,4085.0,4046.0,3992.0,4041.0
91766,326200.0,711.733333333,6965.0,6995.0,7324.0,7094.66666667
92236,174100.0,711.6,4727.0,4801.0,4979.0,4835.66666667
93618,152500.0,711.0,4259.0,4304.0,4494.0,4352.33333333
95126,673800.0,710.75,2254.0,2305.0,2451.0,2336.66666667
95363,252000.0,710.428571429,2682.0,2737.0,2755.0,2724.66666667
94014,598200.0,710.3,1266.0,1278.0,1247.0,1263.66666667
91352,396600.0,710.272727273,6959.0,6538.0,6382.0,6626.33333333
92113,303300.0,709.692307692,4274.0,4511.0,4405.0,4396.66666667
94109,933300.0,709.666666667,288.0,302.0,344.0,311.333333333
95316,236400.0,709.4,442.0,432.0,401.0,425.0
92101,486800.0,709.181818182,1956.0,2136.0,2207.0,2099.66666667
91303,394400.0,709.166666667,2371.0,2361.0,2412.0,2381.33333333
90044,300400.0,709.166666667,5513.0,5378.0,4958.0,5283.0
93955,375500.0,709.0,2139.0,2126.0,2124.0,2129.66666667
91106,554400.0,709.0,784.0,746.0,746.0,758.666666667
93561,212400.0,708.833333333,887.0,876.0,884.0,882.333333333
94806,293400.0,708.785714286,3278.0,3380.0,3439.0,3365.66666667
95938,394100.0,708.666666667,144.0,153.0,154.0,150.333333333
93726,148100.0,708.5,2959.0,2970.0,3155.0,3028.0
93514,335000.0,708.4,468.0,468.0,466.0,467.333333333
93203,124900.0,707.833333333,3959.0,3940.0,3815.0,3904.66666667
92408,195700.0,707.75,544.0,632.0,823.0,666.333333333
94401,703600.0,707.75,764.0,779.0,759.0,767.333333333
93701,94600.0,707.333333333,1663.0,1710.0,1641.0,1671.33333333
93241,85800.0,707.25,1394.0,1377.0,1432.0,1401.0
92405,173400.0,707.25,3416.0,3477.0,3284.0,3392.33333333
92004,229600.0,706.333333333,259.0,275.0,249.0,261.0
95451,204600.0,706.25,436.0,432.0,461.0,443.0
93305,114600.0,706.142857143,2448.0,2548.0,2647.0,2547.66666667
95828,203800.0,706.1,1798.0,1816.0,1818.0,1810.66666667
94019,904400.0,706.0,1016.0,1031.0,1088.0,1045.0
95832,170200.0,706.0,186.0,197.0,229.0,204.0
93030,420200.0,705.916666667,6535.0,6494.0,6629.0,6552.66666667
90005,685100.0,705.777777778,3903.0,4042.0,4087.0,4010.66666667
95367,233600.0,705.5,1523.0,1577.0,1644.0,1581.33333333
90047,328200.0,705.454545455,1828.0,1802.0,1790.0,1806.66666667
94801,236800.0,705.285714286,1438.0,1500.0,1517.0,1485.0
95605,173100.0,705.0,608.0,620.0,683.0,637.0
93270,175700.0,705.0,617.0,614.0,627.0,619.333333333
93647,128700.0,704.25,2169.0,2194.0,2268.0,2210.33333333
93907,385200.0,704.0,1357.0,1450.0,1524.0,1443.66666667
93550,180500.0,703.923076923,6007.0,6030.0,5976.0,6004.33333333
92506,371000.0,703.785714286,4177.0,4210.0,4354.0,4247.0
94520,339000.0,703.75,1686.0,1649.0,1674.0,1669.66666667
95240,219500.0,702.769230769,2581.0,2679.0,2732.0,2664.0
94518,521800.0,702.6,1395.0,1538.0,1587.0,1506.66666667
90026,652100.0,701.705882353,5724.0,5480.0,5374.0,5526.0
93535,172700.0,701.071428571,5203.0,5007.0,4899.0,5036.33333333
93022,498000.0,701.0,116.0,100.0,101.0,105.666666667
93405,598800.0,700.666666667,503.0,561.0,571.0,545.0
95987,177400.0,699.75,708.0,758.0,783.0,749.666666667
95492,483600.0,699.333333333,1570.0,1607.0,1732.0,1636.33333333
93291,192700.0,699.277777778,4865.0,5114.0,5186.0,5055.0
93301,162500.0,698.571428571,1928.0,1930.0,2034.0,1964.0
96134,77700.0,698.5,209.0,226.0,223.0,219.333333333
93702,88400.0,698.4,4696.0,4645.0,4649.0,4663.33333333
93933,415600.0,698.166666667,913.0,926.0,905.0,914.666666667
93703,120400.0,697.222222222,2974.0,3070.0,3057.0,3033.66666667
95638,455200.0,697.0,119.0,116.0,121.0,118.666666667
95425,400200.0,697.0,507.0,521.0,540.0,522.666666667
90028,653200.0,696.875,3221.0,2971.0,2684.0,2958.66666667
92356,112300.0,696.0,246.0,173.0,197.0,205.333333333
95470,367300.0,696.0,164.0,169.0,157.0,163.333333333
91746,374500.0,696.0,3118.0,2914.0,2917.0,2983.0
90640,422000.0,695.416666667,10550.0,10018.0,9694.0,10087.3333333
95490,228600.0,694.75,291.0,296.0,313.0,300.0
91767,331600.0,694.428571429,4266.0,4161.0,4203.0,4210.0
95076,421400.0,694.269230769,9647.0,9885.0,10176.0,9902.66666667
94805,390700.0,693.333333333,693.0,726.0,728.0,715.666666667
95691,295400.0,693.125,1494.0,1591.0,1586.0,1557.0
93235,95400.0,693.0,387.0,396.0,389.0,390.666666667
96143,362100.0,693.0,49.0,57.0,87.0,64.3333333333
93534,153200.0,692.285714286,1874.0,1380.0,1221.0,1491.66666667
94804,299900.0,691.444444444,2393.0,2436.0,2471.0,2433.33333333
94112,736900.0,691.25,1495.0,1612.0,1688.0,1598.33333333
95242,306700.0,690.2,1928.0,1971.0,2040.0,1979.66666667
93434,205600.0,690.0,783.0,802.0,772.0,785.666666667
95442,795000.0,690.0,100.0,87.0,98.0,95.0
95203,142900.0,689.75,811.0,848.0,868.0,842.333333333
92264,277100.0,688.0,564.0,540.0,549.0,551.0
93292,179400.0,687.583333333,2774.0,2807.0,2865.0,2815.33333333
93638,138300.0,687.3125,5425.0,5548.0,5682.0,5551.66666667
92231,174300.0,687.181818182,5799.0,5757.0,5891.0,5815.66666667
93234,125400.0,687.0,790.0,806.0,827.0,807.666666667
93706,101700.0,686.652173913,4743.0,4989.0,5126.0,4952.66666667
90008,548600.0,686.0,894.0,875.0,884.0,884.333333333
93660,118100.0,686.0,541.0,567.0,568.0,558.666666667
95062,677900.0,685.555555556,1478.0,1462.0,1470.0,1470.0
93728,130500.0,685.2,1103.0,1139.0,1159.0,1133.66666667
91401,629700.0,685.142857143,2409.0,2280.0,2241.0,2310.0
93256,109900.0,684.5,632.0,694.0,728.0,684.666666667
95610,241500.0,684.166666667,645.0,724.0,782.0,717.0
93927,198000.0,683.333333333,2488.0,2589.0,2746.0,2607.66666667
93219,116000.0,683.25,1387.0,1349.0,1366.0,1367.33333333
91411,571600.0,683.0,3063.0,2998.0,3007.0,3022.66666667
92539,179800.0,680.5,235.0,213.0,208.0,218.666666667
94541,436400.0,679.666666667,2717.0,2804.0,2981.0,2834.0
95060,757300.0,679.142857143,576.0,571.0,642.0,596.333333333
94108,845500.0,679.0,48.0,44.0,33.0,41.6666666667
90033,340200.0,678.277777778,7195.0,6800.0,6319.0,6771.33333333
91906,227300.0,678.0,86.0,80.0,104.0,90.0
92590,855000.0,678.0,1142.0,1405.0,1348.0,1298.33333333
95380,198100.0,677.111111111,2774.0,2843.0,2963.0,2860.0
95476,591300.0,677.0,1598.0,1653.0,1737.0,1662.66666667
94559,469800.0,676.6,828.0,851.0,866.0,848.333333333
94134,677100.0,675.285714286,595.0,644.0,684.0,641.0
96145,546300.0,674.5,292.0,291.0,243.0,275.333333333
90002,254500.0,674.181818182,3876.0,3539.0,3452.0,3622.33333333
90063,318500.0,674.0625,6991.0,6920.0,6731.0,6880.66666667
94037,931200.0,674.0,101.0,110.0,99.0,103.333333333
94102,783000.0,674.0,73.0,69.0,74.0,72.0
94020,883000.0,674.0,48.0,36.0,15.0,33.0
95620,333400.0,668.833333333,1359.0,1377.0,1388.0,1374.66666667
95206,174900.0,668.52173913,6110.0,6197.0,6369.0,6225.33333333
93250,129100.0,666.0,2230.0,2232.0,2265.0,2242.33333333
95205,106800.0,665.25,2540.0,2670.0,2764.0,2658.0
94544,443000.0,665.181818182,2704.0,2710.0,2800.0,2738.0
95423,150500.0,664.0,21.0,16.0,19.0,18.6666666667
92582,234000.0,662.25,604.0,567.0,563.0,578.0
93501,75300.0,662.0,287.0,282.0,270.0,279.666666667
90017,497200.0,661.444444444,3944.0,3693.0,3642.0,3759.66666667
94519,414900.0,659.25,301.0,334.0,329.0,321.333333333
95482,284700.0,659.230769231,1734.0,1810.0,1900.0,1814.66666667
95131,706700.0,658.8,651.0,813.0,805.0,756.333333333
93223,114600.0,654.5,1346.0,1363.0,1230.0,1313.0
94124,610100.0,654.0,252.0,201.0,224.0,225.666666667
94609,667700.0,651.0,150.0,150.0,155.0,151.666666667
93204,102700.0,647.5,1417.0,1505.0,1553.0,1491.66666667
91962,305100.0,642.0,121.0,129.0,119.0,123.0
93926,255300.0,639.5,1544.0,1559.0,1647.0,1583.33333333
92344,241700.0,638.0,902.0,958.0,978.0,946.0
92121,515300.0,636.5,518.0,596.0,611.0,575.0
93247,136200.0,634.4,2042.0,1710.0,1767.0,1839.66666667
93560,159300.0,632.5,1059.0,1039.0,1048.0,1048.66666667
92225,122000.0,627.6,1240.0,1237.0,1252.0,1243.0
